time,missile_x,missile_y,missile_z,drone_x,drone_y,drone_z,bomb_x,bomb_y,bomb_z,cloud_x,cloud_y,cloud_z,is_shielded,shield_distance,projection_u
0.37,19889.55087188669,0.0,1988.955087188669,17755.6,0.0,1800.0,17755.6,0.0,1800.0,,,,False,,
0.38,19886.56576031606,0.0,1988.6565760316062,17754.4,0.0,1800.0,17754.4,0.0,1800.0,,,,False,,
0.39,19883.580648745432,0.0,1988.358064874543,17753.2,0.0,1800.0,17753.2,0.0,1800.0,,,,False,,
0.4,19880.595537174802,0.0,1988.0595537174802,17752.0,0.0,1800.0,17752.0,0.0,1800.0,,,,False,,
0.41000000000000003,19877.610425604173,0.0,1987.761042560417,17750.8,0.0,1800.0,17750.8,0.0,1800.0,,,,False,,
0.42,19874.625314033543,0.0,1987.4625314033542,17749.6,0.0,1800.0,17749.6,0.0,1800.0,,,,False,,
0.43,19871.64020246291,0.0,1987.164020246291,17748.4,0.0,1800.0,17748.4,0.0,1800.0,,,,False,,
0.44,19868.65509089228,0.0,1986.8655090892282,17747.2,0.0,1800.0,17747.2,0.0,1800.0,,,,False,,
0.45,19865.66997932165,0.0,1986.5669979321651,17746.0,0.0,1800.0,17746.0,0.0,1800.0,,,,False,,
0.46,19862.68486775102,0.0,1986.2684867751022,17744.8,0.0,1800.0,17744.8,0.0,1800.0,,,,False,,
0.47000000000000003,19859.69975618039,0.0,1985.9699756180391,17743.6,0.0,1800.0,17743.6,0.0,1800.0,,,,False,,
0.48,19856.71464460976,0.0,1985.6714644609763,17742.4,0.0,1800.0,17742.4,0.0,1800.0,,,,False,,
0.49,19853.72953303913,0.0,1985.3729533039132,17741.2,0.0,1800.0,17741.2,0.0,1800.0,,,,False,,
0.5,19850.744421468502,0.0,1985.07444214685,17740.0,0.0,1800.0,17740.0,0.0,1800.0,,,,False,,
0.51,19847.759309897872,0.0,1984.7759309897872,17738.8,0.0,1800.0,17738.8,0.0,1800.0,,,,False,,
0.52,19844.774198327243,0.0,1984.477419832724,17737.6,0.0,1800.0,17737.6,0.0,1800.0,,,,False,,
0.53,19841.789086756613,0.0,1984.1789086756612,17736.4,0.0,1800.0,17736.4,0.0,1800.0,,,,False,,
0.54,19838.803975185983,0.0,1983.880397518598,17735.2,0.0,1800.0,17735.2,0.0,1800.0,,,,False,,
0.55,19835.81886361535,0.0,1983.5818863615352,17734.0,0.0,1800.0,17734.0,0.0,1800.0,,,,False,,
0.56,19832.83375204472,0.0,1983.2833752044721,17732.8,0.0,1800.0,17732.8,0.0,1800.0,,,,False,,
0.5700000000000001,19829.84864047409,0.0,1982.9848640474092,17731.6,0.0,1800.0,17731.6,0.0,1800.0,,,,False,,
0.58,19826.86352890346,0.0,1982.6863528903461,17730.4,0.0,1800.0,17730.4,0.0,1800.0,,,,False,,
0.59,19823.87841733283,0.0,1982.3878417332833,17729.2,0.0,1800.0,17729.2,0.0,1800.0,,,,False,,
0.6,19820.8933057622,0.0,1982.0893305762202,17728.0,0.0,1800.0,17728.0,0.0,1800.0,,,,False,,
0.61,19817.908194191572,0.0,1981.7908194191573,17726.8,0.0,1800.0,17726.8,0.0,1800.0,,,,False,,
0.62,19814.923082620942,0.0,1981.4923082620942,17725.6,0.0,1800.0,17725.6,0.0,1800.0,,,,False,,
0.63,19811.937971050313,0.0,1981.1937971050313,17724.4,0.0,1800.0,17724.4,0.0,1800.0,,,,False,,
0.64,19808.952859479683,0.0,1980.8952859479682,17723.2,0.0,1800.0,17723.2,0.0,1800.0,,,,False,,
0.65,19805.967747909053,0.0,1980.5967747909053,17722.0,0.0,1800.0,17722.0,0.0,1800.0,,,,False,,
0.66,19802.982636338424,0.0,1980.2982636338422,17720.8,0.0,1800.0,17720.8,0.0,1800.0,,,,False,,
0.67,19799.997524767794,0.0,1979.9997524767791,17719.6,0.0,1800.0,17719.6,0.0,1800.0,,,,False,,
0.68,19797.01241319716,0.0,1979.7012413197162,17718.4,0.0,1800.0,17718.4,0.0,1800.0,,,,False,,
0.6900000000000001,19794.02730162653,0.0,1979.4027301626531,17717.2,0.0,1800.0,17717.2,0.0,1800.0,,,,False,,
0.7000000000000001,19791.0421900559,0.0,1979.1042190055903,17716.0,0.0,1800.0,17716.0,0.0,1800.0,,,,False,,
0.71,19788.05707848527,0.0,1978.8057078485272,17714.8,0.0,1800.0,17714.8,0.0,1800.0,,,,False,,
0.72,19785.071966914642,0.0,1978.5071966914643,17713.6,0.0,1800.0,17713.6,0.0,1800.0,,,,False,,
0.73,19782.086855344012,0.0,1978.2086855344012,17712.4,0.0,1800.0,17712.4,0.0,1800.0,,,,False,,
0.74,19779.101743773383,0.0,1977.9101743773383,17711.2,0.0,1800.0,17711.2,0.0,1800.0,,,,False,,
0.75,19776.116632202753,0.0,1977.6116632202752,17710.0,0.0,1800.0,17710.0,0.0,1800.0,,,,False,,
0.76,19773.131520632123,0.0,1977.3131520632123,17708.8,0.0,1800.0,17708.8,0.0,1800.0,,,,False,,
0.77,19770.146409061494,0.0,1977.0146409061492,17707.6,0.0,1800.0,17707.6,0.0,1800.0,,,,False,,
0.78,19767.161297490864,0.0,1976.7161297490863,17706.4,0.0,1800.0,17706.4,0.0,1800.0,,,,False,,
0.79,19764.176185920234,0.0,1976.4176185920232,17705.2,0.0,1800.0,17705.2,0.0,1800.0,,,,False,,
0.8,19761.1910743496,0.0,1976.1191074349604,17704.0,0.0,1800.0,17704.0,0.0,1800.0,,,,False,,
0.81,19758.20596277897,0.0,1975.8205962778973,17702.8,0.0,1800.0,17702.8,0.0,1800.0,,,,False,,
0.8200000000000001,19755.22085120834,0.0,1975.5220851208342,17701.6,0.0,1800.0,17701.6,0.0,1800.0,,,,False,,
0.8300000000000001,19752.235739637712,0.0,1975.2235739637713,17700.4,0.0,1800.0,17700.4,0.0,1800.0,,,,False,,
0.84,19749.250628067082,0.0,1974.9250628067082,17699.2,0.0,1800.0,17699.2,0.0,1800.0,,,,False,,
0.85,19746.265516496453,0.0,1974.6265516496453,17698.0,0.0,1800.0,17698.0,0.0,1800.0,,,,False,,
0.86,19743.280404925823,0.0,1974.3280404925822,17696.8,0.0,1800.0,17696.8,0.0,1800.0,,,,False,,
0.87,19740.295293355193,0.0,1974.0295293355193,17695.6,0.0,1800.0,17695.6,0.0,1800.0,,,,False,,
0.88,19737.310181784564,0.0,1973.7310181784562,17694.4,0.0,1800.0,17694.4,0.0,1800.0,,,,False,,
0.89,19734.325070213934,0.0,1973.4325070213933,17693.2,0.0,1800.0,17693.2,0.0,1800.0,,,,False,,
0.9,19731.339958643304,0.0,1973.1339958643302,17692.0,0.0,1800.0,17692.0,0.0,1800.0,,,,False,,
0.91,19728.354847072675,0.0,1972.8354847072674,17690.8,0.0,1800.0,17690.8,0.0,1800.0,,,,False,,
0.92,19725.36973550204,0.0,1972.5369735502043,17689.6,0.0,1800.0,17689.6,0.0,1800.0,,,,False,,
0.93,19722.38462393141,0.0,1972.2384623931414,17688.4,0.0,1800.0,17688.4,0.0,1800.0,,,,False,,
0.9400000000000001,19719.399512360782,0.0,1971.9399512360783,17687.2,0.0,1800.0,17687.2,0.0,1800.0,,,,False,,
0.9500000000000001,19716.414400790152,0.0,1971.6414400790154,17686.0,0.0,1800.0,17686.0,0.0,1800.0,,,,False,,
0.96,19713.429289219523,0.0,1971.3429289219523,17684.8,0.0,1800.0,17684.8,0.0,1800.0,,,,False,,
0.97,19710.444177648893,0.0,1971.0444177648894,17683.6,0.0,1800.0,17683.6,0.0,1800.0,,,,False,,
0.98,19707.459066078263,0.0,1970.7459066078263,17682.4,0.0,1800.0,17682.4,0.0,1800.0,,,,False,,
0.99,19704.473954507634,0.0,1970.4473954507632,17681.2,0.0,1800.0,17681.2,0.0,1800.0,,,,False,,
1.0,19701.488842937004,0.0,1970.1488842937003,17680.0,0.0,1800.0,17680.0,0.0,1800.0,,,,False,,
1.01,19698.503731366374,0.0,1969.8503731366372,17678.8,0.0,1800.0,17678.8,0.0,1800.0,,,,False,,
1.02,19695.518619795745,0.0,1969.5518619795744,17677.6,0.0,1800.0,17677.6,0.0,1800.0,,,,False,,
1.03,19692.533508225115,0.0,1969.2533508225113,17676.4,0.0,1800.0,17676.4,0.0,1800.0,,,,False,,
1.04,19689.548396654485,0.0,1968.9548396654484,17675.2,0.0,1800.0,17675.2,0.0,1800.0,,,,False,,
1.05,19686.563285083852,0.0,1968.6563285083853,17674.0,0.0,1800.0,17674.0,0.0,1800.0,,,,False,,
1.06,19683.578173513222,0.0,1968.3578173513224,17672.8,0.0,1800.0,17672.8,0.0,1800.0,,,,False,,
1.07,19680.593061942593,0.0,1968.0593061942593,17671.6,0.0,1800.0,17671.6,0.0,1800.0,,,,False,,
1.08,19677.607950371963,0.0,1967.7607950371964,17670.4,0.0,1800.0,17670.4,0.0,1800.0,,,,False,,
1.09,19674.622838801333,0.0,1967.4622838801333,17669.2,0.0,1800.0,17669.2,0.0,1800.0,,,,False,,
1.1,19671.637727230704,0.0,1967.1637727230705,17668.0,0.0,1800.0,17668.0,0.0,1800.0,,,,False,,
1.11,19668.652615660074,0.0,1966.8652615660073,17666.8,0.0,1800.0,17666.8,0.0,1800.0,,,,False,,
